order_id,return_flag,return_reason
74424,Yes,Late Delivery
190973,Yes,Damaged
132034,Yes,Late Delivery
30430,Yes,Late Delivery
67173,Yes,Late Delivery
45462,Yes,Late Delivery
73738,Yes,Customer Changed Mind
162438,Yes,Late Delivery
170684,Yes,Late Delivery
78024,Yes,Customer Changed Mind
71893,Yes,Wrong Item
79048,Yes,Wrong Item
28850,Yes,Damaged
42069,Yes,Late Delivery
21946,Yes,Customer Changed Mind
54778,Yes,Late Delivery
18662,Yes,Customer Changed Mind
197922,Yes,Late Delivery
148683,Yes,Damaged
132878,Yes,Late Delivery
60104,Yes,Late Delivery
17939,Yes,Wrong Item
136804,Yes,Customer Changed Mind
81811,Yes,Damaged
18637,Yes,Wrong Item
61996,Yes,Damaged
193961,Yes,Damaged
37651,Yes,Wrong Item
26970,Yes,Damaged
173339,Yes,Late Delivery
80561,Yes,Late Delivery
166855,Yes,Customer Changed Mind
112449,Yes,Customer Changed Mind
138907,Yes,Late Delivery
183567,Yes,Customer Changed Mind
101736,Yes,Damaged
1530,Yes,Customer Changed Mind
40281,Yes,Late Delivery
195476,Yes,Wrong Item
115120,Yes,Damaged
143963,Yes,Customer Changed Mind
167809,Yes,Wrong Item
181336,Yes,Late Delivery
82489,Yes,Late Delivery
21920,Yes,Customer Changed Mind
113432,Yes,Damaged
109366,Yes,Damaged
52842,Yes,Customer Changed Mind
61131,Yes,Wrong Item
101765,Yes,Wrong Item
99696,Yes,Customer Changed Mind
8512,Yes,Wrong Item
168795,Yes,Customer Changed Mind
178095,Yes,Damaged
185202,Yes,Late Delivery
175355,Yes,Customer Changed Mind
154844,Yes,Customer Changed Mind
171036,Yes,Late Delivery
88774,Yes,Late Delivery
25479,Yes,Wrong Item
85689,Yes,Damaged
65947,Yes,Customer Changed Mind
181620,Yes,Customer Changed Mind
107302,Yes,Late Delivery
25220,Yes,Wrong Item
169425,Yes,Damaged
95365,Yes,Damaged
95413,Yes,Damaged
14909,Yes,Customer Changed Mind
58426,Yes,Damaged
79335,Yes,Late Delivery
139638,Yes,Wrong Item
61014,Yes,Damaged
50246,Yes,Wrong Item
18421,Yes,Late Delivery
107272,Yes,Customer Changed Mind
144805,Yes,Late Delivery
713,Yes,Damaged
106342,Yes,Late Delivery
6629,Yes,Damaged
158615,Yes,Damaged
53937,Yes,Late Delivery
34210,Yes,Wrong Item
159147,Yes,Damaged
191129,Yes,Late Delivery
120832,Yes,Wrong Item
106313,Yes,Customer Changed Mind
94460,Yes,Late Delivery
130684,Yes,Customer Changed Mind
154416,Yes,Wrong Item
163194,Yes,Damaged
68234,Yes,Late Delivery
114754,Yes,Wrong Item
72746,Yes,Customer Changed Mind
121177,Yes,Damaged
35559,Yes,Customer Changed Mind
160180,Yes,Late Delivery
92439,Yes,Customer Changed Mind
86301,Yes,Customer Changed Mind
173305,Yes,Late Delivery
3612,Yes,Damaged
5051,Yes,Wrong Item
45353,Yes,Wrong Item
118001,Yes,Customer Changed Mind
95848,Yes,Late Delivery
89939,Yes,Wrong Item
55909,Yes,Wrong Item
46076,Yes,Damaged
179144,Yes,Wrong Item
741,Yes,Wrong Item
149426,Yes,Late Delivery
118896,Yes,Wrong Item
34402,Yes,Customer Changed Mind
40697,Yes,Wrong Item
50136,Yes,Wrong Item
56856,Yes,Damaged
93256,Yes,Late Delivery
59837,Yes,Damaged
131427,Yes,Customer Changed Mind
55816,Yes,Customer Changed Mind
19266,Yes,Customer Changed Mind
81180,Yes,Customer Changed Mind
18618,Yes,Damaged
137620,Yes,Wrong Item
50569,Yes,Customer Changed Mind
161686,Yes,Damaged
24509,Yes,Damaged
31523,Yes,Customer Changed Mind
53536,Yes,Late Delivery
122059,Yes,Customer Changed Mind
176034,Yes,Damaged
191130,Yes,Damaged
48440,Yes,Wrong Item
183460,Yes,Late Delivery
43812,Yes,Damaged
109172,Yes,Damaged
128652,Yes,Customer Changed Mind
159382,Yes,Damaged
128386,Yes,Damaged
120604,Yes,Wrong Item
61552,Yes,Customer Changed Mind
94207,Yes,Late Delivery
199409,Yes,Damaged
155158,Yes,Late Delivery
35544,Yes,Damaged
187611,Yes,Wrong Item
20468,Yes,Late Delivery
196894,Yes,Damaged
37101,Yes,Customer Changed Mind
44315,Yes,Customer Changed Mind
113019,Yes,Damaged
161462,Yes,Wrong Item
161181,Yes,Damaged
6221,Yes,Customer Changed Mind
164717,Yes,Damaged
159132,Yes,Late Delivery
174215,Yes,Damaged
153687,Yes,Customer Changed Mind
12193,Yes,Customer Changed Mind
195607,Yes,Late Delivery
185583,Yes,Wrong Item
33191,Yes,Customer Changed Mind
164937,Yes,Customer Changed Mind
95385,Yes,Wrong Item
163561,Yes,Customer Changed Mind
75415,Yes,Late Delivery
37326,Yes,Damaged
193620,Yes,Customer Changed Mind
40185,Yes,Late Delivery
124062,Yes,Wrong Item
171435,Yes,Wrong Item
53492,Yes,Customer Changed Mind
164065,Yes,Late Delivery
38683,Yes,Customer Changed Mind
118170,Yes,Damaged
101931,Yes,Customer Changed Mind
114627,Yes,Wrong Item
34706,Yes,Wrong Item
100609,Yes,Late Delivery
20735,Yes,Customer Changed Mind
153461,Yes,Damaged
100352,Yes,Wrong Item
129383,Yes,Wrong Item
3937,Yes,Damaged
78369,Yes,Wrong Item
52653,Yes,Late Delivery
3110,Yes,Damaged
129576,Yes,Damaged
157695,Yes,Wrong Item
64693,Yes,Wrong Item
31712,Yes,Wrong Item
11415,Yes,Damaged
21534,Yes,Damaged
21934,Yes,Late Delivery
28745,Yes,Customer Changed Mind
139522,Yes,Late Delivery
41944,Yes,Customer Changed Mind
57267,Yes,Late Delivery
131430,Yes,Late Delivery
53495,Yes,Customer Changed Mind
179473,Yes,Late Delivery
94877,Yes,Late Delivery
79035,Yes,Wrong Item
98691,Yes,Damaged
96993,Yes,Customer Changed Mind
124773,Yes,Wrong Item
187586,Yes,Wrong Item
152220,Yes,Late Delivery
63553,Yes,Damaged
72830,Yes,Late Delivery
61665,Yes,Damaged
120082,Yes,Wrong Item
73741,Yes,Damaged
1246,Yes,Late Delivery
169938,Yes,Damaged
171470,Yes,Late Delivery
23127,Yes,Damaged
46571,Yes,Customer Changed Mind
37171,Yes,Customer Changed Mind
92221,Yes,Customer Changed Mind
140789,Yes,Wrong Item
77451,Yes,Wrong Item
174421,Yes,Customer Changed Mind
59548,Yes,Wrong Item
197138,Yes,Wrong Item
154921,Yes,Damaged
122632,Yes,Customer Changed Mind
15738,Yes,Damaged
73253,Yes,Customer Changed Mind
188783,Yes,Customer Changed Mind
26137,Yes,Damaged
162966,Yes,Customer Changed Mind
191152,Yes,Customer Changed Mind
115355,Yes,Damaged
35514,Yes,Wrong Item
13697,Yes,Damaged
31970,Yes,Damaged
31562,Yes,Late Delivery
79927,Yes,Wrong Item
65339,Yes,Customer Changed Mind
55802,Yes,Wrong Item
52655,Yes,Late Delivery
26413,Yes,Customer Changed Mind
90891,Yes,Customer Changed Mind
146000,Yes,Late Delivery
157636,Yes,Damaged
107209,Yes,Wrong Item
179944,Yes,Damaged
118126,Yes,Late Delivery
54406,Yes,Wrong Item
28223,Yes,Damaged
57263,Yes,Late Delivery
18685,Yes,Damaged
41563,Yes,Late Delivery
170151,Yes,Damaged
165455,Yes,Wrong Item
70616,Yes,Damaged
167745,Yes,Wrong Item
51617,Yes,Customer Changed Mind
187136,Yes,Customer Changed Mind
16656,Yes,Wrong Item
102608,Yes,Customer Changed Mind
170358,Yes,Customer Changed Mind
93161,Yes,Late Delivery
104931,Yes,Late Delivery
108761,Yes,Damaged
168490,Yes,Customer Changed Mind
16006,Yes,Wrong Item
66539,Yes,Wrong Item
126364,Yes,Damaged
108204,Yes,Late Delivery
116499,Yes,Wrong Item
127275,Yes,Customer Changed Mind
80141,Yes,Customer Changed Mind
153821,Yes,Customer Changed Mind
112241,Yes,Customer Changed Mind
112160,Yes,Wrong Item
2918,Yes,Customer Changed Mind
88420,Yes,Customer Changed Mind
97262,Yes,Damaged
12100,Yes,Damaged
6238,Yes,Wrong Item
142748,Yes,Late Delivery
47336,Yes,Customer Changed Mind
58672,Yes,Damaged
20146,Yes,Damaged
148996,Yes,Customer Changed Mind
33007,Yes,Late Delivery
168332,Yes,Damaged
142402,Yes,Late Delivery
24049,Yes,Customer Changed Mind
15574,Yes,Customer Changed Mind
91704,Yes,Wrong Item
194300,Yes,Customer Changed Mind
37003,Yes,Damaged
19707,Yes,Customer Changed Mind
198936,Yes,Customer Changed Mind
155387,Yes,Customer Changed Mind
178486,Yes,Customer Changed Mind
172123,Yes,Customer Changed Mind
90434,Yes,Customer Changed Mind
195527,Yes,Late Delivery
116786,Yes,Damaged
10387,Yes,Customer Changed Mind
13739,Yes,Customer Changed Mind
91460,Yes,Customer Changed Mind
147050,Yes,Wrong Item
58706,Yes,Customer Changed Mind
1549,Yes,Late Delivery
73600,Yes,Wrong Item
10097,Yes,Customer Changed Mind
83552,Yes,Damaged
140342,Yes,Damaged
43031,Yes,Late Delivery
59595,Yes,Damaged
90560,Yes,Customer Changed Mind
12696,Yes,Late Delivery
24434,Yes,Customer Changed Mind
70628,Yes,Late Delivery
185494,Yes,Damaged
162084,Yes,Customer Changed Mind
178345,Yes,Wrong Item
51896,Yes,Late Delivery
63092,Yes,Wrong Item
143016,Yes,Customer Changed Mind
195514,Yes,Late Delivery
5959,Yes,Late Delivery
51611,Yes,Late Delivery
141861,Yes,Wrong Item
139090,Yes,Damaged
179175,Yes,Damaged
31150,Yes,Late Delivery
98146,Yes,Late Delivery
20662,Yes,Late Delivery
186252,Yes,Damaged
189397,Yes,Customer Changed Mind
4338,Yes,Late Delivery
98082,Yes,Wrong Item
44418,Yes,Wrong Item
101684,Yes,Late Delivery
150618,Yes,Customer Changed Mind
115268,Yes,Late Delivery
77845,Yes,Wrong Item
57149,Yes,Customer Changed Mind
3251,Yes,Wrong Item
79516,Yes,Wrong Item
17598,Yes,Damaged
189787,Yes,Wrong Item
191850,Yes,Damaged
52280,Yes,Late Delivery
53805,Yes,Customer Changed Mind
7442,Yes,Damaged
190460,Yes,Wrong Item
13927,Yes,Damaged
50008,Yes,Late Delivery
190948,Yes,Late Delivery
20592,Yes,Customer Changed Mind
150427,Yes,Damaged
117432,Yes,Late Delivery
93240,Yes,Wrong Item
6980,Yes,Damaged
20516,Yes,Damaged
122421,Yes,Late Delivery
162677,Yes,Wrong Item
58871,Yes,Late Delivery
6652,Yes,Damaged
40441,Yes,Late Delivery
9915,Yes,Customer Changed Mind
68046,Yes,Late Delivery
30135,Yes,Damaged
14194,Yes,Late Delivery
194708,Yes,Late Delivery
20314,Yes,Customer Changed Mind
158649,Yes,Customer Changed Mind
171532,Yes,Damaged
37717,Yes,Wrong Item
167663,Yes,Late Delivery
132251,Yes,Customer Changed Mind
59971,Yes,Late Delivery
92836,Yes,Wrong Item
158199,Yes,Wrong Item
135952,Yes,Wrong Item
103571,Yes,Wrong Item
147985,Yes,Wrong Item
175156,Yes,Customer Changed Mind
83903,Yes,Wrong Item
56354,Yes,Damaged
182589,Yes,Late Delivery
134150,Yes,Customer Changed Mind
313,Yes,Customer Changed Mind
25311,Yes,Customer Changed Mind
97330,Yes,Late Delivery
46122,Yes,Late Delivery
176635,Yes,Damaged
945,Yes,Wrong Item
72554,Yes,Damaged
199721,Yes,Damaged
25778,Yes,Customer Changed Mind
126171,Yes,Customer Changed Mind
118792,Yes,Late Delivery
197382,Yes,Wrong Item
146702,Yes,Wrong Item
23028,Yes,Customer Changed Mind
173974,Yes,Damaged
65050,Yes,Customer Changed Mind
139451,Yes,Damaged
57679,Yes,Customer Changed Mind
44816,Yes,Customer Changed Mind
76362,Yes,Customer Changed Mind
3711,Yes,Wrong Item
133364,Yes,Customer Changed Mind
89114,Yes,Customer Changed Mind
130440,Yes,Damaged
134198,Yes,Late Delivery
137442,Yes,Customer Changed Mind
48615,Yes,Customer Changed Mind
74712,Yes,Wrong Item
81676,Yes,Damaged
194995,Yes,Late Delivery
11768,Yes,Damaged
172553,Yes,Late Delivery
123001,Yes,Late Delivery
76620,Yes,Damaged
54061,Yes,Late Delivery
165854,Yes,Damaged
105682,Yes,Late Delivery
152663,Yes,Late Delivery
180893,Yes,Late Delivery
148735,Yes,Late Delivery
2271,Yes,Late Delivery
55100,Yes,Late Delivery
11158,Yes,Wrong Item
153321,Yes,Wrong Item
129286,Yes,Damaged
44021,Yes,Late Delivery
97119,Yes,Customer Changed Mind
190172,Yes,Customer Changed Mind
132507,Yes,Damaged
6110,Yes,Customer Changed Mind
174904,Yes,Wrong Item
186923,Yes,Damaged
152006,Yes,Customer Changed Mind
146823,Yes,Wrong Item
189744,Yes,Late Delivery
34799,Yes,Damaged
79765,Yes,Customer Changed Mind
115241,Yes,Late Delivery
38852,Yes,Damaged
771,Yes,Damaged
39139,Yes,Late Delivery
61180,Yes,Wrong Item
83119,Yes,Wrong Item
152061,Yes,Customer Changed Mind
59702,Yes,Damaged
161431,Yes,Wrong Item
141397,Yes,Late Delivery
142247,Yes,Customer Changed Mind
29134,Yes,Customer Changed Mind
20250,Yes,Damaged
89652,Yes,Damaged
141759,Yes,Damaged
97537,Yes,Damaged
57913,Yes,Late Delivery
175280,Yes,Wrong Item
4150,Yes,Late Delivery
190428,Yes,Wrong Item
25663,Yes,Late Delivery
112734,Yes,Late Delivery
102303,Yes,Late Delivery
159872,Yes,Damaged
49296,Yes,Wrong Item
186842,Yes,Wrong Item
15356,Yes,Late Delivery
161232,Yes,Wrong Item
83382,Yes,Wrong Item
89876,Yes,Damaged
103162,Yes,Customer Changed Mind
3151,Yes,Customer Changed Mind
137879,Yes,Wrong Item
182102,Yes,Customer Changed Mind
197263,Yes,Late Delivery
105829,Yes,Damaged
4158,Yes,Damaged
26625,Yes,Late Delivery
92156,Yes,Customer Changed Mind
71395,Yes,Customer Changed Mind
84841,Yes,Late Delivery
29068,Yes,Damaged
99719,Yes,Damaged
167747,Yes,Late Delivery
115950,Yes,Late Delivery
73910,Yes,Wrong Item
157623,Yes,Wrong Item
197296,Yes,Wrong Item
128419,Yes,Damaged
101836,Yes,Late Delivery
35069,Yes,Wrong Item
179130,Yes,Wrong Item
81462,Yes,Customer Changed Mind
56833,Yes,Customer Changed Mind
68458,Yes,Customer Changed Mind
132476,Yes,Wrong Item
78529,Yes,Wrong Item
54203,Yes,Late Delivery
103687,Yes,Late Delivery
53503,Yes,Damaged
157657,Yes,Damaged
101825,Yes,Late Delivery
174502,Yes,Damaged
18735,Yes,Wrong Item
93552,Yes,Late Delivery
191414,Yes,Damaged
75271,Yes,Late Delivery
85305,Yes,Customer Changed Mind
33340,Yes,Wrong Item
60699,Yes,Damaged
73974,Yes,Damaged
147650,Yes,Late Delivery
112365,Yes,Damaged
111407,Yes,Customer Changed Mind
163980,Yes,Damaged
69092,Yes,Damaged
147346,Yes,Damaged
171068,Yes,Damaged
87764,Yes,Late Delivery
122005,Yes,Damaged
142802,Yes,Wrong Item
175785,Yes,Late Delivery
148584,Yes,Wrong Item
161969,Yes,Damaged
65968,Yes,Damaged
47227,Yes,Customer Changed Mind
105958,Yes,Customer Changed Mind
39191,Yes,Late Delivery
102762,Yes,Customer Changed Mind
42658,Yes,Late Delivery
9476,Yes,Late Delivery
80690,Yes,Late Delivery
39810,Yes,Late Delivery
40956,Yes,Wrong Item
65893,Yes,Late Delivery
58242,Yes,Customer Changed Mind
163904,Yes,Late Delivery
22594,Yes,Customer Changed Mind
83015,Yes,Customer Changed Mind
161229,Yes,Late Delivery
199867,Yes,Damaged
38917,Yes,Late Delivery
81474,Yes,Customer Changed Mind
146176,Yes,Wrong Item
55471,Yes,Wrong Item
63858,Yes,Customer Changed Mind
49168,Yes,Damaged
87152,Yes,Wrong Item
125134,Yes,Wrong Item
127217,Yes,Customer Changed Mind
150501,Yes,Wrong Item
185268,Yes,Damaged
88234,Yes,Wrong Item
79705,Yes,Wrong Item
171746,Yes,Late Delivery
157823,Yes,Damaged
12779,Yes,Late Delivery
70007,Yes,Customer Changed Mind
155429,Yes,Late Delivery
183462,Yes,Wrong Item
21336,Yes,Wrong Item
154346,Yes,Late Delivery
28056,Yes,Customer Changed Mind
156374,Yes,Damaged
74439,Yes,Damaged
108742,Yes,Wrong Item
181694,Yes,Customer Changed Mind
79318,Yes,Late Delivery
119053,Yes,Late Delivery
81318,Yes,Late Delivery
175645,Yes,Customer Changed Mind
123941,Yes,Wrong Item
73913,Yes,Damaged
195103,Yes,Wrong Item
49058,Yes,Customer Changed Mind
55739,Yes,Wrong Item
109703,Yes,Wrong Item
133477,Yes,Damaged
88730,Yes,Damaged
188488,Yes,Late Delivery
29372,Yes,Damaged
9356,Yes,Damaged
125626,Yes,Customer Changed Mind
715,Yes,Damaged
106476,Yes,Late Delivery
117030,Yes,Late Delivery
61993,Yes,Damaged
146811,Yes,Late Delivery
67926,Yes,Wrong Item
92,Yes,Wrong Item
162055,Yes,Customer Changed Mind
115718,Yes,Damaged
139516,Yes,Wrong Item
19588,Yes,Customer Changed Mind
94392,Yes,Customer Changed Mind
91036,Yes,Customer Changed Mind
51659,Yes,Wrong Item
125678,Yes,Damaged
97566,Yes,Customer Changed Mind
76130,Yes,Wrong Item
167024,Yes,Customer Changed Mind
174979,Yes,Damaged
190876,Yes,Wrong Item
80363,Yes,Late Delivery
23073,Yes,Late Delivery
129834,Yes,Damaged
107504,Yes,Late Delivery
165366,Yes,Customer Changed Mind
23594,Yes,Damaged
70564,Yes,Customer Changed Mind
50118,Yes,Late Delivery
155151,Yes,Damaged
6094,Yes,Damaged
175582,Yes,Customer Changed Mind
166661,Yes,Wrong Item
175655,Yes,Wrong Item
59110,Yes,Wrong Item
108316,Yes,Damaged
133222,Yes,Wrong Item
161681,Yes,Damaged
159221,Yes,Late Delivery
75601,Yes,Damaged
67462,Yes,Late Delivery
130867,Yes,Late Delivery
62554,Yes,Customer Changed Mind
159288,Yes,Damaged
3459,Yes,Wrong Item
193798,Yes,Late Delivery
61022,Yes,Customer Changed Mind
152152,Yes,Late Delivery
50630,Yes,Customer Changed Mind
160032,Yes,Late Delivery
145518,Yes,Customer Changed Mind
94878,Yes,Wrong Item
155642,Yes,Customer Changed Mind
122096,Yes,Late Delivery
157091,Yes,Late Delivery
175319,Yes,Damaged
71905,Yes,Late Delivery
93660,Yes,Wrong Item
71963,Yes,Wrong Item
509,Yes,Late Delivery
96211,Yes,Late Delivery
147605,Yes,Late Delivery
159205,Yes,Customer Changed Mind
26666,Yes,Wrong Item
21704,Yes,Wrong Item
92454,Yes,Customer Changed Mind
167125,Yes,Wrong Item
116045,Yes,Wrong Item
163237,Yes,Wrong Item
154047,Yes,Damaged
113784,Yes,Late Delivery
148854,Yes,Customer Changed Mind
199519,Yes,Customer Changed Mind
167002,Yes,Late Delivery
74407,Yes,Damaged
36660,Yes,Damaged
42730,Yes,Wrong Item
119902,Yes,Wrong Item
179240,Yes,Damaged
53406,Yes,Damaged
151916,Yes,Late Delivery
92643,Yes,Wrong Item
114927,Yes,Customer Changed Mind
45467,Yes,Customer Changed Mind
174874,Yes,Customer Changed Mind
57577,Yes,Damaged
194406,Yes,Damaged
109688,Yes,Damaged
54811,Yes,Customer Changed Mind
50394,Yes,Customer Changed Mind
33430,Yes,Late Delivery
74074,Yes,Customer Changed Mind
81673,Yes,Customer Changed Mind
30294,Yes,Damaged
81800,Yes,Customer Changed Mind
97574,Yes,Late Delivery
150519,Yes,Wrong Item
95983,Yes,Customer Changed Mind
8142,Yes,Damaged
86679,Yes,Wrong Item
142872,Yes,Late Delivery
109476,Yes,Damaged
1135,Yes,Late Delivery
86137,Yes,Customer Changed Mind
91174,Yes,Customer Changed Mind
128826,Yes,Customer Changed Mind
73864,Yes,Customer Changed Mind
134535,Yes,Customer Changed Mind
47293,Yes,Customer Changed Mind
85833,Yes,Damaged
2464,Yes,Wrong Item
43091,Yes,Damaged
198608,Yes,Damaged
126940,Yes,Wrong Item
885,Yes,Wrong Item
62946,Yes,Damaged
169044,Yes,Wrong Item
137266,Yes,Damaged
182080,Yes,Damaged
179664,Yes,Customer Changed Mind
11071,Yes,Customer Changed Mind
45123,Yes,Wrong Item
39496,Yes,Damaged
79426,Yes,Late Delivery
34788,Yes,Late Delivery
145625,Yes,Customer Changed Mind
117970,Yes,Wrong Item
159753,Yes,Damaged
118484,Yes,Damaged
49018,Yes,Customer Changed Mind
188630,Yes,Late Delivery
131485,Yes,Damaged
29997,Yes,Wrong Item
131951,Yes,Wrong Item
118961,Yes,Customer Changed Mind
97930,Yes,Wrong Item
122893,Yes,Late Delivery
57796,Yes,Customer Changed Mind
75479,Yes,Late Delivery
167273,Yes,Late Delivery
159603,Yes,Damaged
75063,Yes,Wrong Item
22915,Yes,Damaged
118640,Yes,Damaged
29094,Yes,Wrong Item
96702,Yes,Late Delivery
37711,Yes,Wrong Item
79096,Yes,Late Delivery
180769,Yes,Customer Changed Mind
156873,Yes,Customer Changed Mind
88256,Yes,Damaged
42030,Yes,Wrong Item
156796,Yes,Customer Changed Mind
154089,Yes,Damaged
81165,Yes,Damaged
135342,Yes,Customer Changed Mind
64681,Yes,Wrong Item
59810,Yes,Damaged
159664,Yes,Wrong Item
23025,Yes,Wrong Item
186562,Yes,Customer Changed Mind
114268,Yes,Wrong Item
55311,Yes,Late Delivery
11364,Yes,Damaged
84994,Yes,Damaged
87697,Yes,Damaged
126679,Yes,Wrong Item
30660,Yes,Customer Changed Mind
56003,Yes,Late Delivery
49009,Yes,Late Delivery
9712,Yes,Late Delivery
66288,Yes,Wrong Item
57505,Yes,Late Delivery
101416,Yes,Late Delivery
94135,Yes,Wrong Item
92776,Yes,Customer Changed Mind
196289,Yes,Customer Changed Mind
69940,Yes,Customer Changed Mind
18589,Yes,Late Delivery
142173,Yes,Late Delivery
184713,Yes,Late Delivery
90728,Yes,Customer Changed Mind
192649,Yes,Damaged
136413,Yes,Damaged
152756,Yes,Damaged
42994,Yes,Wrong Item
91317,Yes,Wrong Item
132032,Yes,Customer Changed Mind
196852,Yes,Damaged
176742,Yes,Wrong Item
59912,Yes,Customer Changed Mind
180848,Yes,Customer Changed Mind
181986,Yes,Customer Changed Mind
80868,Yes,Wrong Item
186187,Yes,Damaged
67550,Yes,Wrong Item
16577,Yes,Wrong Item
158557,Yes,Customer Changed Mind
164050,Yes,Wrong Item
132430,Yes,Wrong Item
53881,Yes,Customer Changed Mind
137552,Yes,Wrong Item
81599,Yes,Damaged
182292,Yes,Damaged
8082,Yes,Customer Changed Mind
149943,Yes,Customer Changed Mind
30652,Yes,Customer Changed Mind
163570,Yes,Late Delivery
95214,Yes,Customer Changed Mind
19228,Yes,Late Delivery
162909,Yes,Wrong Item
36088,Yes,Customer Changed Mind
16416,Yes,Customer Changed Mind
95386,Yes,Late Delivery
60958,Yes,Late Delivery
141492,Yes,Customer Changed Mind
129026,Yes,Wrong Item
198423,Yes,Damaged
176657,Yes,Customer Changed Mind
172000,Yes,Late Delivery
111106,Yes,Customer Changed Mind
59712,Yes,Damaged
53627,Yes,Wrong Item
455,Yes,Customer Changed Mind
52484,Yes,Late Delivery
181635,Yes,Late Delivery
3615,Yes,Customer Changed Mind
35415,Yes,Late Delivery
185745,Yes,Customer Changed Mind
1861,Yes,Customer Changed Mind
117530,Yes,Late Delivery
130398,Yes,Damaged
87194,Yes,Damaged
75794,Yes,Damaged
18906,Yes,Damaged
41253,Yes,Customer Changed Mind
107787,Yes,Late Delivery
53232,Yes,Wrong Item
38933,Yes,Customer Changed Mind
61814,Yes,Damaged
58211,Yes,Late Delivery
38528,Yes,Damaged
111857,Yes,Customer Changed Mind
61748,Yes,Customer Changed Mind
113686,Yes,Wrong Item
44927,Yes,Damaged
98179,Yes,Customer Changed Mind
22443,Yes,Customer Changed Mind
136214,Yes,Customer Changed Mind
99436,Yes,Damaged
165924,Yes,Damaged
59029,Yes,Damaged
170362,Yes,Damaged
101157,Yes,Late Delivery
2486,Yes,Damaged
1767,Yes,Wrong Item
67726,Yes,Damaged
141552,Yes,Late Delivery
189182,Yes,Customer Changed Mind
121080,Yes,Late Delivery
144717,Yes,Damaged
29488,Yes,Late Delivery
105911,Yes,Wrong Item
66236,Yes,Late Delivery
139332,Yes,Damaged
186878,Yes,Wrong Item
1060,Yes,Damaged
18842,Yes,Customer Changed Mind
103264,Yes,Wrong Item
14699,Yes,Late Delivery
88032,Yes,Damaged
97972,Yes,Customer Changed Mind
37227,Yes,Customer Changed Mind
185147,Yes,Damaged
23364,Yes,Wrong Item
77512,Yes,Wrong Item
148181,Yes,Customer Changed Mind
179259,Yes,Wrong Item
152918,Yes,Late Delivery
119025,Yes,Customer Changed Mind
43370,Yes,Damaged
84780,Yes,Late Delivery
3062,Yes,Damaged
6944,Yes,Damaged
128926,Yes,Wrong Item
36149,Yes,Damaged
155807,Yes,Customer Changed Mind
31170,Yes,Late Delivery
47201,Yes,Customer Changed Mind
120593,Yes,Late Delivery
142669,Yes,Damaged
14101,Yes,Customer Changed Mind
180454,Yes,Customer Changed Mind
531,Yes,Late Delivery
124459,Yes,Wrong Item
20672,Yes,Late Delivery
98835,Yes,Damaged
180592,Yes,Damaged
110875,Yes,Late Delivery
172962,Yes,Customer Changed Mind
68433,Yes,Late Delivery
74379,Yes,Late Delivery
148461,Yes,Damaged
184527,Yes,Damaged
162943,Yes,Late Delivery
8958,Yes,Wrong Item
56512,Yes,Customer Changed Mind
30082,Yes,Customer Changed Mind
148029,Yes,Damaged
49513,Yes,Damaged
189126,Yes,Wrong Item
82371,Yes,Customer Changed Mind
97596,Yes,Damaged
30083,Yes,Late Delivery
95992,Yes,Damaged
33238,Yes,Customer Changed Mind
117632,Yes,Damaged
153879,Yes,Damaged
187304,Yes,Late Delivery
198868,Yes,Customer Changed Mind
183498,Yes,Customer Changed Mind
127394,Yes,Late Delivery
178046,Yes,Customer Changed Mind
187110,Yes,Customer Changed Mind
37653,Yes,Customer Changed Mind
119671,Yes,Damaged
152040,Yes,Damaged
95141,Yes,Late Delivery
28267,Yes,Customer Changed Mind
92936,Yes,Damaged
135861,Yes,Late Delivery
28227,Yes,Wrong Item
43522,Yes,Late Delivery
162370,Yes,Customer Changed Mind
171738,Yes,Late Delivery
47233,Yes,Wrong Item
26188,Yes,Wrong Item
67393,Yes,Customer Changed Mind
145169,Yes,Damaged
2180,Yes,Damaged
35481,Yes,Customer Changed Mind
185783,Yes,Wrong Item
115795,Yes,Damaged
77212,Yes,Late Delivery
58008,Yes,Late Delivery
74940,Yes,Customer Changed Mind
59703,Yes,Damaged
176914,Yes,Late Delivery
82066,Yes,Late Delivery
49846,Yes,Damaged
79923,Yes,Damaged
123315,Yes,Wrong Item
20519,Yes,Customer Changed Mind
112466,Yes,Late Delivery
156933,Yes,Customer Changed Mind
112599,Yes,Wrong Item
192840,Yes,Late Delivery
88373,Yes,Customer Changed Mind
101868,Yes,Late Delivery
170539,Yes,Late Delivery
151055,Yes,Customer Changed Mind
183891,Yes,Late Delivery
82493,Yes,Customer Changed Mind
28841,Yes,Late Delivery
185993,Yes,Late Delivery
62812,Yes,Wrong Item
168861,Yes,Customer Changed Mind
5846,Yes,Late Delivery
145798,Yes,Wrong Item
74708,Yes,Damaged
118254,Yes,Damaged
194285,Yes,Late Delivery
165012,Yes,Late Delivery
121213,Yes,Damaged
70496,Yes,Damaged
85279,Yes,Late Delivery
187951,Yes,Customer Changed Mind
148225,Yes,Customer Changed Mind
199875,Yes,Damaged
77596,Yes,Customer Changed Mind
84576,Yes,Damaged
138059,Yes,Damaged
159374,Yes,Wrong Item
1791,Yes,Damaged
183806,Yes,Late Delivery
190695,Yes,Late Delivery
43011,Yes,Wrong Item
85146,Yes,Wrong Item
123279,Yes,Damaged
110523,Yes,Wrong Item
64249,Yes,Damaged
93647,Yes,Damaged
